,Artist,Title,Year,Highest position,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,duration_ms,primary_genre,genres,artist_image,artist_image_meta,album_image,album_image_meta
2363,The Carpenters,I Won't Last A Day Without You,1974,1569,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0.221,2,-13.192,1,0.045,0.794,0.0,0.102,0.459,82.199,audio_features,42CX3VhPsCG75BFp07r9Vj,spotify:track:42CX3VhPsCG75BFp07r9Vj,https://api.spotify.com/v1/tracks/42CX3VhPsCG75BFp07r9Vj,232533,rock,"['adult standards', 'christmas', 'mellow gold', 'soft rock']",https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a,"{'height': 493, 'url': 'https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a', 'width': 500}",https://i.scdn.co/image/ae4ac105fc696e9bad61367c62d1fcaa28835226,"{'height': 640, 'url': 'https://i.scdn.co/image/ae4ac105fc696e9bad61367c62d1fcaa28835226', 'width': 640}"
2364,The Carpenters,Jambalaya (on The Bayou),1974,1272,0,1272,1454,1397,1642,1654,1520,1597,1569,1567,1835,1711,0,0,0,0,0,0,0,0,0.617,0.457,2,-14.187,1,0.07200000000000001,0.747,0.00031800000000000003,0.0716,0.8190000000000001,97.698,audio_features,3Qjk2QFaqhXLRLuFanoKmM,spotify:track:3Qjk2QFaqhXLRLuFanoKmM,https://api.spotify.com/v1/tracks/3Qjk2QFaqhXLRLuFanoKmM,222627,rock,"['adult standards', 'christmas', 'mellow gold', 'soft rock']",https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a,"{'height': 493, 'url': 'https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a', 'width': 500}",https://i.scdn.co/image/7ca379101c578041113508850f95fc876fd6a930,"{'height': 640, 'url': 'https://i.scdn.co/image/7ca379101c578041113508850f95fc876fd6a930', 'width': 640}"
2365,The Carpenters,Yesterday Once More,1973,699,699,809,796,732,998,991,938,924,1156,960,1271,888,1278,1320,1665,1592,1577,1493,1677,0,0.254,0.38,4,-13.806,1,0.0337,0.672,0.0,0.379,0.408,168.49599999999995,audio_features,3wM6RTAnF7IQpMFd7b9ZcL,spotify:track:3wM6RTAnF7IQpMFd7b9ZcL,https://api.spotify.com/v1/tracks/3wM6RTAnF7IQpMFd7b9ZcL,233533,rock,"['adult standards', 'christmas', 'mellow gold', 'soft rock']",https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a,"{'height': 493, 'url': 'https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a', 'width': 500}",https://i.scdn.co/image/7ca379101c578041113508850f95fc876fd6a930,"{'height': 640, 'url': 'https://i.scdn.co/image/7ca379101c578041113508850f95fc876fd6a930', 'width': 640}"
2366,The Cars,Drive,1984,524,631,524,808,922,925,877,1045,1347,1447,1134,1341,1341,1480,1864,1922,1620,1714,1646,1513,0,0.5820000000000001,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,audio_features,3wfujdbamR3Z46F4xav7LM,spotify:track:3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/tracks/3wfujdbamR3Z46F4xav7LM,234493,rock,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",https://i.scdn.co/image/ccef506dcc1eafa2f44270918b3ba962e67ea3ad,"{'height': 1000, 'url': 'https://i.scdn.co/image/ccef506dcc1eafa2f44270918b3ba962e67ea3ad', 'width': 1000}",https://i.scdn.co/image/38d6e9a02903e7e089261a4f80352a5fcd71b2b3,"{'height': 640, 'url': 'https://i.scdn.co/image/38d6e9a02903e7e089261a4f80352a5fcd71b2b3', 'width': 640}"
2367,Cashmere,Love's What I Want,1979,1849,0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0.584,5,-11.657,1,0.0363,0.0477,0.0,0.109,0.914,101.449,audio_features,5LhgIO0SX5gcxYVyK1nZcZ,spotify:track:5LhgIO0SX5gcxYVyK1nZcZ,https://api.spotify.com/v1/tracks/5LhgIO0SX5gcxYVyK1nZcZ,206867,post-disco,['post-disco'],https://i.scdn.co/image/cd530b09105e90f1b35eab4e6b203fd6e99c7473,"{'height': 640, 'url': 'https://i.scdn.co/image/cd530b09105e90f1b35eab4e6b203fd6e99c7473', 'width': 634}",https://i.scdn.co/image/cd530b09105e90f1b35eab4e6b203fd6e99c7473,"{'height': 640, 'url': 'https://i.scdn.co/image/cd530b09105e90f1b35eab4e6b203fd6e99c7473', 'width': 634}"
2368,Casuals,Jesamine,1968,1587,0,1613,1587,1606,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.531,1,-9.156,1,0.0304,0.353,0.0,0.168,0.616,174.227,audio_features,4cjpOlIk5OL4bYCZBS6J31,spotify:track:4cjpOlIk5OL4bYCZBS6J31,https://api.spotify.com/v1/tracks/4cjpOlIk5OL4bYCZBS6J31,216173,merseybeat,['merseybeat'],https://i.scdn.co/image/c32e0485065a8f990ee794bcf30ab719ee8369dd,"{'height': 640, 'url': 'https://i.scdn.co/image/c32e0485065a8f990ee794bcf30ab719ee8369dd', 'width': 640}",https://i.scdn.co/image/52e07d1e5066e46bfd8dd13a50deabe52a2c7f27,"{'height': 640, 'url': 'https://i.scdn.co/image/52e07d1e5066e46bfd8dd13a50deabe52a2c7f27', 'width': 640}"
2369,Cat Stevens,Banapple Gas,1976,1583,0,1984,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0.848,9,-8.402999999999999,1,0.0565,0.0933,0.0,0.187,0.812,98.881,audio_features,6N7WVwkgeF0dJbldj4qpOR,spotify:track:6N7WVwkgeF0dJbldj4qpOR,https://api.spotify.com/v1/tracks/6N7WVwkgeF0dJbldj4qpOR,188173,rock,"['british folk', 'folk', 'folk rock', 'mellow gold', 'nasheed', 'rock', 'singer-songwriter', 'soft rock']",https://i.scdn.co/image/cf8d74c3c23290d94714eb76c35ce2920ec0b9cd,"{'height': 640, 'url': 'https://i.scdn.co/image/cf8d74c3c23290d94714eb76c35ce2920ec0b9cd', 'width': 640}",https://i.scdn.co/image/15d5aaf10408c36fd87f0d11657e849f04e3599b,"{'height': 578, 'url': 'https://i.scdn.co/image/15d5aaf10408c36fd87f0d11657e849f04e3599b', 'width': 640}"
2370,Cat Stevens,Lady D'arbanville,1970,396,706,633,396,562,440,603,612,744,686,622,580,593,828,1017,1281,1284,1388,1476,1428,0,0.53,0.27,4,-11.720999999999998,0,0.0344,0.522,1.35e-06,0.0802,0.599,101.114,audio_features,2H8hNUy47dRpvXdRlrfZ90,spotify:track:2H8hNUy47dRpvXdRlrfZ90,https://api.spotify.com/v1/tracks/2H8hNUy47dRpvXdRlrfZ90,225960,rock,"['british folk', 'folk', 'folk rock', 'mellow gold', 'nasheed', 'rock', 'singer-songwriter', 'soft rock']",https://i.scdn.co/image/cf8d74c3c23290d94714eb76c35ce2920ec0b9cd,"{'height': 640, 'url': 'https://i.scdn.co/image/cf8d74c3c23290d94714eb76c35ce2920ec0b9cd', 'width': 640}",https://i.scdn.co/image/92048861a42c53fd47ef138a2cdfcc9bdf619f26,"{'height': 635, 'url': 'https://i.scdn.co/image/92048861a42c53fd47ef138a2cdfcc9bdf619f26', 'width': 640}"
2371,Cat Stevens,Matthew And Son,1967,928,0,928,1304,1636,1997,1991,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0.315,4,-16.653,1,0.0323,0.0475,0.0007740000000000001,0.0744,0.7759999999999999,139.83,audio_features,4KPq1367Nd9DtkmSmPsycY,spotify:track:4KPq1367Nd9DtkmSmPsycY,https://api.spotify.com/v1/tracks/4KPq1367Nd9DtkmSmPsycY,164267,rock,"['british folk', 'folk', 'folk rock', 'mellow gold', 'nasheed', 'rock', 'singer-songwriter', 'soft rock']",https://i.scdn.co/image/cf8d74c3c23290d94714eb76c35ce2920ec0b9cd,"{'height': 640, 'url': 'https://i.scdn.co/image/cf8d74c3c23290d94714eb76c35ce2920ec0b9cd', 'width': 640}",https://i.scdn.co/image/5d751ddb6646a583d383519295578f2297dbc4e5,"{'height': 640, 'url': 'https://i.scdn.co/image/5d751ddb6646a583d383519295578f2297dbc4e5', 'width': 628}"
2372,Catherine Ferry,"Un, Deux, Trois",1976,1807,0,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0.792,9,-10.288,1,0.0319,0.136,0.00243,0.108,0.949,140.31,audio_features,2lmgFRXYy2Uc5uSsdLMEFa,spotify:track:2lmgFRXYy2Uc5uSsdLMEFa,https://api.spotify.com/v1/tracks/2lmgFRXYy2Uc5uSsdLMEFa,151093,,,https://i.scdn.co/image/18966598703389e04e00676371cbec8317f90bb6,"{'height': 640, 'url': 'https://i.scdn.co/image/18966598703389e04e00676371cbec8317f90bb6', 'width': 640}",https://i.scdn.co/image/b800d0e951d35a36f8b15be7a1716771918ecfd7,"{'height': 640, 'url': 'https://i.scdn.co/image/b800d0e951d35a36f8b15be7a1716771918ecfd7', 'width': 640}"
2373,The Cats,Be My Day,1974,1161,0,1161,1465,1742,1553,1646,1825,1699,1675,1652,1550,1642,0,0,0,0,0,0,0,0,0.624,0.606,4,-11.368,1,0.0342,0.113,0.0,0.261,0.947,121.411,audio_features,60baFCnBuaV6ORtBuURHjV,spotify:track:60baFCnBuaV6ORtBuURHjV,https://api.spotify.com/v1/tracks/60baFCnBuaV6ORtBuURHjV,181427,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/cd1d5f0a51c027fb189775e79dd0c9fe6d12463a,"{'height': 640, 'url': 'https://i.scdn.co/image/cd1d5f0a51c027fb189775e79dd0c9fe6d12463a', 'width': 640}"
2374,The Cats,Let's Dance,1972,1214,1214,0,1344,1863,1513,1708,1605,1534,1888,1646,1857,1796,0,0,0,0,0,0,0,0,0.622,0.8590000000000001,9,-8.158999999999999,1,0.0726,0.00524,2.92e-05,0.201,0.7809999999999999,129.387,audio_features,5ZUYuLvjVR0MQifsTZxfLH,spotify:track:5ZUYuLvjVR0MQifsTZxfLH,https://api.spotify.com/v1/tracks/5ZUYuLvjVR0MQifsTZxfLH,208293,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee,"{'height': 640, 'url': 'https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee', 'width': 640}"
2375,The Cats,Rock 'n' Roll (i Gave You The Best Years Of My Life),1974,677,0,1116,1159,1232,1253,882,745,743,677,770,882,886,1108,1558,1658,1721,0,0,0,0,0.35700000000000004,0.517,3,-10.548,1,0.0422,0.44,0.0283,0.0732,0.516,95.966,audio_features,2EA15H6i2k7rJoZJ7RpS4A,spotify:track:2EA15H6i2k7rJoZJ7RpS4A,https://api.spotify.com/v1/tracks/2EA15H6i2k7rJoZJ7RpS4A,299280,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/cd1d5f0a51c027fb189775e79dd0c9fe6d12463a,"{'height': 640, 'url': 'https://i.scdn.co/image/cd1d5f0a51c027fb189775e79dd0c9fe6d12463a', 'width': 640}"
2376,The Cats,Sure He's A Cat,1967,1629,1629,0,0,0,1945,1710,1794,1985,0,1987,1907,1904,0,0,0,0,0,0,0,0,0.604,0.7440000000000001,7,-8.253,1,0.0365,0.066,2.75e-05,0.381,0.763,125.79,audio_features,4ytSCSc4QG4qgYgCx50AVU,spotify:track:4ytSCSc4QG4qgYgCx50AVU,https://api.spotify.com/v1/tracks/4ytSCSc4QG4qgYgCx50AVU,153360,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee,"{'height': 640, 'url': 'https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee', 'width': 640}"
2377,The Cats,The End Of The Show,1980,1221,0,0,0,1277,1239,1225,1405,1221,1384,1337,1277,1439,1669,1946,1670,1690,1941,0,0,0,0.583,0.626,10,-9.441,1,0.0303,0.00524,0.00107,0.0603,0.636,116.518,audio_features,6TRpyxTRHUuAa9RTg1HbZx,spotify:track:6TRpyxTRHUuAa9RTg1HbZx,https://api.spotify.com/v1/tracks/6TRpyxTRHUuAa9RTg1HbZx,272013,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee,"{'height': 640, 'url': 'https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee', 'width': 640}"
2378,The Cats,Vaya Con Dios,1972,1083,0,0,0,1990,1120,1249,1166,1083,1157,1197,1196,1235,1520,1535,1725,1723,0,0,0,0,0.185,0.477,4,-6.8210000000000015,1,0.034,0.537,0.0,0.44,0.5660000000000001,77.143,audio_features,1xBm9fqNAoFe3kDimKusSM,spotify:track:1xBm9fqNAoFe3kDimKusSM,https://api.spotify.com/v1/tracks/1xBm9fqNAoFe3kDimKusSM,207587,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/472a7deb49bb230e5b487bd994faa68245fbdf66,"{'height': 640, 'url': 'https://i.scdn.co/image/472a7deb49bb230e5b487bd994faa68245fbdf66', 'width': 640}"
2379,The Cats,Where Have I Been Wrong,1970,715,0,798,715,1057,873,981,1233,984,1130,1027,985,952,1261,1913,1444,1354,1759,0,0,0,0.441,0.642,9,-9.229,1,0.0285,0.000418,0.01,0.0781,0.449,102.765,audio_features,7K4Q8JR2NijPidt0b6C43w,spotify:track:7K4Q8JR2NijPidt0b6C43w,https://api.spotify.com/v1/tracks/7K4Q8JR2NijPidt0b6C43w,315920,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee,"{'height': 640, 'url': 'https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee', 'width': 640}"
2380,The Cats,Why,1969,842,1060,0,1108,1252,1133,1103,1211,842,1065,1020,957,977,1247,1554,1369,1295,1507,1792,0,0,0.381,0.556,4,-7.357,1,0.0344,0.0378,0.0,0.35600000000000004,0.499,78.333,audio_features,5KKYG7PVOvUJCYmx9oSOgJ,spotify:track:5KKYG7PVOvUJCYmx9oSOgJ,https://api.spotify.com/v1/tracks/5KKYG7PVOvUJCYmx9oSOgJ,241427,rock,"['dutch rock', 'nederpop']",https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8,"{'height': 374, 'url': 'https://i.scdn.co/image/921f8e9ee94617e73705c1432da6bbd30f57baa8', 'width': 664}",https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee,"{'height': 640, 'url': 'https://i.scdn.co/image/20018a741064d6ebd7094a191e68162b6a9877ee', 'width': 640}"
2381,Causes,Teach Me How To Dance With You,2014,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,1589,1875,0,0.687,0.448,11,-9.484,0,0.0271,0.423,2.32e-05,0.11,0.21,102.015,audio_features,3eqWhMow4fBmD22XuuNQTe,spotify:track:3eqWhMow4fBmD22XuuNQTe,https://api.spotify.com/v1/tracks/3eqWhMow4fBmD22XuuNQTe,204689,rock,"['dutch pop', 'dutch rock']",https://i.scdn.co/image/7402673ac2dc80545d3671bf699077ff47d11a9c,"{'height': 640, 'url': 'https://i.scdn.co/image/7402673ac2dc80545d3671bf699077ff47d11a9c', 'width': 640}",https://i.scdn.co/image/d5701a57c5f6f48a0b942a7616d702a0b93c98b4,"{'height': 640, 'url': 'https://i.scdn.co/image/d5701a57c5f6f48a0b942a7616d702a0b93c98b4', 'width': 640}"
2382,CCS,Tap Turns On The Water,1971,1864,0,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0.7070000000000001,4,-10.213,0,0.117,0.027000000000000003,0.000114,0.0538,0.7859999999999999,94.705,audio_features,1AkST2zO2oLmE9UkEhWGEH,spotify:track:1AkST2zO2oLmE9UkEhWGEH,https://api.spotify.com/v1/tracks/1AkST2zO2oLmE9UkEhWGEH,223373,,,https://i.scdn.co/image/175190fbfe45b21fb234b6b8b6b17061b58267bc,"{'height': 640, 'url': 'https://i.scdn.co/image/175190fbfe45b21fb234b6b8b6b17061b58267bc', 'width': 640}",https://i.scdn.co/image/175190fbfe45b21fb234b6b8b6b17061b58267bc,"{'height': 640, 'url': 'https://i.scdn.co/image/175190fbfe45b21fb234b6b8b6b17061b58267bc', 'width': 640}"
2383,Céline Dion,Because You Loved Me,1996,954,0,0,1116,954,1382,1025,1182,1194,1002,1138,1546,1660,1776,1690,0,0,0,0,0,0,0.614,0.466,1,-9.881,1,0.0327,0.314,0.0,0.099,0.17800000000000002,119.916,audio_features,1NOeZ7ZIVKMebuza26rofd,spotify:track:1NOeZ7ZIVKMebuza26rofd,https://api.spotify.com/v1/tracks/1NOeZ7ZIVKMebuza26rofd,273667,pop,"['canadian pop', 'dance pop']",https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03,"{'height': 640, 'url': 'https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03', 'width': 640}",https://i.scdn.co/image/eefd26f5db0b4193138cafcb4bff0b8584882ff8,"{'height': 640, 'url': 'https://i.scdn.co/image/eefd26f5db0b4193138cafcb4bff0b8584882ff8', 'width': 640}"
2384,Céline Dion,I'm Alive,2002,897,0,0,0,0,0,0,1258,1156,897,1524,1438,1500,1529,1793,0,0,0,0,0,0,0.691,0.64,8,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,audio_features,3qjXFLKMp4zfMmugEGPaBx,spotify:track:3qjXFLKMp4zfMmugEGPaBx,https://api.spotify.com/v1/tracks/3qjXFLKMp4zfMmugEGPaBx,210227,pop,"['canadian pop', 'dance pop']",https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03,"{'height': 640, 'url': 'https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03', 'width': 640}",https://i.scdn.co/image/f11aa9be2a2f0a33d38555ddc3473ff4039cda59,"{'height': 640, 'url': 'https://i.scdn.co/image/f11aa9be2a2f0a33d38555ddc3473ff4039cda59', 'width': 640}"
2385,Céline Dion,Immortality,1998,1134,0,0,0,0,0,0,1266,1134,1149,1636,1496,1631,1560,1647,1969,0,0,0,0,0,0.546,0.315,2,-11.208,1,0.0324,0.601,3.43e-06,0.0795,0.0756,82.95100000000002,audio_features,40Ndd4OVbk7VxSs2WpVmqq,spotify:track:40Ndd4OVbk7VxSs2WpVmqq,https://api.spotify.com/v1/tracks/40Ndd4OVbk7VxSs2WpVmqq,250893,pop,"['canadian pop', 'dance pop']",https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03,"{'height': 640, 'url': 'https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03', 'width': 640}",https://i.scdn.co/image/67112f1f45f276abd2c7fef06af03e63efbffc2b,"{'height': 640, 'url': 'https://i.scdn.co/image/67112f1f45f276abd2c7fef06af03e63efbffc2b', 'width': 640}"
2386,Céline Dion,Pour Que Tu M'aimes Encore,1995,295,295,0,716,787,769,796,898,910,986,867,1181,1220,1319,1252,1621,1707,1610,0,0,0,0.537,0.602,2,-8.937000000000003,1,0.07,0.326,0.000115,0.0548,0.509,180.077,audio_features,6qlpXtA29VcxCNgLWR5IWx,spotify:track:6qlpXtA29VcxCNgLWR5IWx,https://api.spotify.com/v1/tracks/6qlpXtA29VcxCNgLWR5IWx,254093,pop,"['canadian pop', 'dance pop']",https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03,"{'height': 640, 'url': 'https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03', 'width': 640}",https://i.scdn.co/image/8dd2a18c05f29b8541a9f756e912807a500c7cfb,"{'height': 640, 'url': 'https://i.scdn.co/image/8dd2a18c05f29b8541a9f756e912807a500c7cfb', 'width': 640}"
2387,Céline Dion,The Power Of Love,1994,523,523,0,644,812,1006,786,814,893,761,802,1344,1208,1393,612,1705,1791,1814,0,0,0,0.546,0.519,8,-9.072,1,0.0291,0.36,0.00046,0.24,0.247,140.054,audio_features,5kK1Iru9ogP3Iy1zsANU1n,spotify:track:5kK1Iru9ogP3Iy1zsANU1n,https://api.spotify.com/v1/tracks/5kK1Iru9ogP3Iy1zsANU1n,342400,pop,"['canadian pop', 'dance pop']",https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03,"{'height': 640, 'url': 'https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03', 'width': 640}",https://i.scdn.co/image/6f03a6bf75c0180d75683dc3b3ba2ec8e6b69db8,"{'height': 640, 'url': 'https://i.scdn.co/image/6f03a6bf75c0180d75683dc3b3ba2ec8e6b69db8', 'width': 640}"
2388,Céline Dion,Think Twice,1995,389,389,485,1174,1086,1145,1408,1525,1740,0,1768,0,0,0,0,0,0,0,0,0,0,0.547,0.397,2,-10.463,0,0.0271,0.387,0.0,0.14,0.277,134.346,audio_features,5T0VoskNbpJIqm2RSPU2Xt,spotify:track:5T0VoskNbpJIqm2RSPU2Xt,https://api.spotify.com/v1/tracks/5T0VoskNbpJIqm2RSPU2Xt,288000,pop,"['canadian pop', 'dance pop']",https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03,"{'height': 640, 'url': 'https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03', 'width': 640}",https://i.scdn.co/image/6f03a6bf75c0180d75683dc3b3ba2ec8e6b69db8,"{'height': 640, 'url': 'https://i.scdn.co/image/6f03a6bf75c0180d75683dc3b3ba2ec8e6b69db8', 'width': 640}"
2389,Champaign,How 'bout Us,1981,1131,1131,1212,1594,1563,1450,1565,1610,1360,1658,1511,0,1929,0,0,0,0,0,0,0,0,0.611,0.388,10,-15.226,0,0.0361,0.223,4.46e-06,0.0732,0.568,145.157,audio_features,03spDZnDL4B8IkjLXZ48NB,spotify:track:03spDZnDL4B8IkjLXZ48NB,https://api.spotify.com/v1/tracks/03spDZnDL4B8IkjLXZ48NB,190840,,,https://i.scdn.co/image/2ccb5d032f458d903822d0989c71fa94759e7723,"{'height': 637, 'url': 'https://i.scdn.co/image/2ccb5d032f458d903822d0989c71fa94759e7723', 'width': 640}",https://i.scdn.co/image/d8014a85f0458035f18abb5a549783713b6128f5,"{'height': 640, 'url': 'https://i.scdn.co/image/d8014a85f0458035f18abb5a549783713b6128f5', 'width': 640}"
2390,Charlene D'Angelo,I've Never Been To Me,1982,885,905,885,1220,1470,1619,1785,1523,1682,1755,1630,0,0,0,0,0,0,0,0,0,0,0.414,0.14800000000000002,10,-19.503,1,0.0472,0.855,0.0,0.0967,0.494,121.731,audio_features,5XUPHbxJnaJXBeFa1QkHKn,spotify:track:5XUPHbxJnaJXBeFa1QkHKn,https://api.spotify.com/v1/tracks/5XUPHbxJnaJXBeFa1QkHKn,250009,,,https://i.scdn.co/image/77eb7c17cafe5503aa6417545bc57d92e9f54f5b,"{'height': 640, 'url': 'https://i.scdn.co/image/77eb7c17cafe5503aa6417545bc57d92e9f54f5b', 'width': 640}",https://i.scdn.co/image/77eb7c17cafe5503aa6417545bc57d92e9f54f5b,"{'height': 640, 'url': 'https://i.scdn.co/image/77eb7c17cafe5503aa6417545bc57d92e9f54f5b', 'width': 640}"
2391,Charles & Eddie,Would I Lie To You?,1992,1500,1500,1584,1917,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738,0.647,11,-7.0760000000000005,0,0.0368,0.389,0.0,0.201,0.7090000000000001,101.098,audio_features,62R1MRux3R0v2cngA2xdJn,spotify:track:62R1MRux3R0v2cngA2xdJn,https://api.spotify.com/v1/tracks/62R1MRux3R0v2cngA2xdJn,204387,,,https://i.scdn.co/image/c95b6d4f2cf9d864cb9a751be66b650a120e4d54,"{'height': 640, 'url': 'https://i.scdn.co/image/c95b6d4f2cf9d864cb9a751be66b650a120e4d54', 'width': 640}",https://i.scdn.co/image/18cb6dbbf91c6593b3270afecbd99068a755357d,"{'height': 640, 'url': 'https://i.scdn.co/image/18cb6dbbf91c6593b3270afecbd99068a755357d', 'width': 640}"
2392,Charles Aznavour,For Me...formidable,1963,1543,0,0,0,0,0,0,0,1909,1882,0,0,0,0,0,1543,1951,1746,0,0,0,0.509,0.387,0,-6.345,1,0.0349,0.763,0.0,0.0879,0.578,138.66,audio_features,7xx7mUGAPcMd6gGqHzoec9,spotify:track:7xx7mUGAPcMd6gGqHzoec9,https://api.spotify.com/v1/tracks/7xx7mUGAPcMd6gGqHzoec9,139507,chanson,['chanson'],https://i.scdn.co/image/f17ed700f2d91c2139165ecc4a15c08a2afe98a8,"{'height': 1500, 'url': 'https://i.scdn.co/image/f17ed700f2d91c2139165ecc4a15c08a2afe98a8', 'width': 1000}",https://i.scdn.co/image/d68a46ddd5d67c6622049a0ab6e2183f77a9aff8,"{'height': 640, 'url': 'https://i.scdn.co/image/d68a46ddd5d67c6622049a0ab6e2183f77a9aff8', 'width': 640}"
2393,Charles Aznavour,La Mama,1964,763,1112,0,1467,1298,1297,1175,1044,831,763,923,1018,1108,1176,1393,1294,1499,1374,0,0,0,0.516,0.336,4,-13.617,0,0.0429,0.777,0.0,0.27,0.355,104.106,audio_features,3cLWx0uQszlXpnuniEJ00K,spotify:track:3cLWx0uQszlXpnuniEJ00K,https://api.spotify.com/v1/tracks/3cLWx0uQszlXpnuniEJ00K,224080,chanson,['chanson'],https://i.scdn.co/image/f17ed700f2d91c2139165ecc4a15c08a2afe98a8,"{'height': 1500, 'url': 'https://i.scdn.co/image/f17ed700f2d91c2139165ecc4a15c08a2afe98a8', 'width': 1000}",https://i.scdn.co/image/55f8b2fd997c5846221702dfaac6a42f5f2395b3,"{'height': 640, 'url': 'https://i.scdn.co/image/55f8b2fd997c5846221702dfaac6a42f5f2395b3', 'width': 640}"
